42511,23344,25446,46152,34615
55542,43235,13316,12625,52644
54465,15454,31261,13514,46234
35516,36414,33121,13432,41525
21262,54414,34421,35435,26234
56561,34363,63244,26662,35255
21462,43121,46254,13366,24554
31311,41134,25542,16414,62155
23542,56565,12143,53212,26651
43352,53342,52632,51341,11423
63516,14116,11164,32134,13445
31415,13111,35352,51443,26451
36232,44462,16515,54632,25266
54521,46352,23652,55533,15616
16162,12254,23335,45313,26636
55643,66663,51445,25212,51524
61235,32134,52633,11165,51334
53334,15641,15546,66443,14445
14444,43156,15263,25454,53434
52131,63452,63413,16652,65253
63253,11154,32263,24434,15433
23556,42422,55354,46533,11542
35264,33114,24231,35361,51262
13444,66611,64444,45155,32312
65343,12445,24452,36164,41215
53166,13656,46463,15151,23242
55354,22625,15534,35625,21631
51125,63634,51226,33356,41614
43614,13351,26112,33456,61151
33332,42623,24663,34326,13222
15535,53144,43334,64536,55366
21563,45526,14225,66654,24545
32263,61516,21623,61551,13164
51445,42536,35421,63135,26514
16551,12244,32144,55522,56363
14342,63511,35225,11132,62355
51214,43262,12351,44231,11432
34655,22664,14652,56155,12462
14324,32352,64246,61463,36452
21362,62522,43432,65614,55543
32646,53533,46614,26241,26146
41142,31436,62436,23355,43631
63121,44251,56243,43654,56564
41366,56166,34262,23212,13541
12135,24242,11416,41135,26663
52615,51342,23642,61122,34341
54456,25112,36652,66133,13225
64125,53652,11141,22135,34311
64314,61355,51316,36416,16464
54666,22152,33544,51556,41246
61412,22666,53455,43622,45643
11565,62226,33665,12354,31436
51521,53451,14554,51233,16561
14525,41314,42535,23221,15546
62636,45432,53665,23123,55245
61455,52611,56461,35532,41521
15231,64124,36146,63423,12524
63162,41564,36311,55441,22215
55252,15156,42465,55622,55362
44261,52663,26154,54262,33235
65415,23432,62153,45336,36316
51262,66422,26341,13613,32615
65332,42266,22211,55335,34145
25644,44422,63646,36616,52514
65342,41146,63533,56563,22135
56523,24414,14563,35325,24226
36564,36535,16236,21356,11643
62531,24163,25515,55635,14653
63335,21516,66651,25454,12251
35433,23113,21612,23256,14444
13142,35263,25332,24511,14136
22443,45636,12631,46315,64643
43614,15616,13334,55661,31361
34313,63414,45533,32315,32453
54122,11524,63611,22432,26155
45511,32551,26455,14124,44226
55523,36236,34132,63266,14424
33162,26541,54312,36241,52521
13615,52614,33564,61314,21524
56642,36251,36526,66252,44625
46354,13322,16526,63245,54465
25234,26144,52455,61322,65116
44251,12565,31554,54216,32631
66525,45641,31543,65326,36214
41235,13332,52211,63213,43346
13465,34264,41312,62224,66265
26224,11416,54165,34651,54564
34124,64145,44566,45554,52115
55561,64166,64162,15622,13433
24545,64441,66223,12122,56165
46464,41251,46526,45632,56516
54516,62135,33531,63242,14423
36366,32163,63432,32564,62562
13554,46531,52362,56255,41642
45312,22555,24316,66351,44632
51254,51533,46362,32652,34464
22152,54343,26415,16325,24354
36521,52415,64343,44125,52252
54246,45515,63154,32154,61666
44354,36355,21146,33532,45162
26446,26652,12455,26462,21425
54633,61561,21131,52245,26321
26112,21221,61125,54526,13321
45664,31632,32645,54344,56461
35253,66234,46234,44165,54516
23661,26664,31614,35223,15646
53565,62112,44231,36615,55466
25636,63322,15613,22661,23415
16551,56215,41415,56552,64116
22224,34255,25252,32516,44426
53212,52515,66165,45346,52654
12364,26132,46515,31526,26642
26612,15624,23236,42141,63256
65223,33135,52526,61465,13213
33423,23113,33463,14646,23236
66252,34335,26246,61651,26434
61165,55451,41462,14343,13133
22455,61414,41343,11456,21165
13414,45315,44564,11513,62454
36235,11623,55311,44452,53462
22562,35364,35555,31353,66414
63312,35111,23414,22313,62216
61321,64624,51336,12461,14154
26151,15441,33655,43225,16353
53265,46225,14635,14513,61362
41125,14114,61163,22111,35166
61314,21151,63266,55635,62665
32653,14212,43421,36656,13236
36463,22222,52512,21335,64226
51415,45211,21124,34152,65422
25614,54611,41552,66252,42644
13464,62341,34322,16423,11466
61325,53621,54544,24466,66613
45636,52541,21564,15164,54464
55463,32154,64625,65164,11146
64456,32444,15531,63435,23532
22514,66612,61413,12413,12263
66426,65224,12644,23546,45412
21312,54421,12654,41524,66552
22246,31435,63611,33215,46565
61344,65613,62565,24142,61113
21365,16126,43516,46144,15266
23522,52333,14416,11232,55134
22165,14546,63142,22126,32434
32561,33121,11231,54266,51665
13625,31114,21624,64214,21455
45431,36146,42532,32114,66521
63646,51153,32122,22416,32224
42231,55132,25465,35663,24425
33635,11246,52341,12114,16341
65363,35443,21545,42612,34551
46144,65144,42126,24533,21666
31266,54525,61224,15136,51445
34626,42126,64624,25316,33655
52212,62124,26541,36656,13266
22533,54155,31526,11542,22665
26113,36261,22132,11621,44224
24513,56353,21453,21545,34353
64162,32352,11314,44363,33366
22516,43144,53225,13145,31311
22123,52144,25466,21146,14356
34235,43414,54633,31213,21621
44253,44563,14643,25436,54421
11434,42526,42353,35521,12115
32643,44615,61315,14424,54313
64221,64536,45121,16321,51256
66431,22164,64461,14636,66144
65363,65311,23644,33241,66665
36312,14646,54326,23156,14152
15226,44531,45454,51253,35334
32161,56563,26311,26234,66225
15664,52366,63545,53223,26212
21631,64261,22634,15545,56136
14555,42131,44426,24145,53362
56211,65152,25412,36533,14535
24616,23463,34215,34365,56444
12536,11351,16363,63152,43666
61613,24122,52261,54151,25122
33633,54122,66236,41435,15112
53612,36624,16621,66441,36661
26246,15154,35631,16641,53513
63214,15133,51431,13125,54624
35545,42321,46526,52455,43124
41461,55643,12663,11232,54115
44264,21646,12642,62361,43142
25222,54312,11532,16116,15361
36664,62312,13424,62122,25114
23454,16162,13225,34244,54625
14562,56436,34431,23316,62416
56535,45346,66412,25222,16666
65615,45266,44346,11355,55254
66411,45421,65621,46135,24622
44123,56631,52252,11235,44641
22146,11454,46231,54332,43365
54645,32645,56215,31556,63666
46553,41153,34255,33363,34425
22244,46342,45525,56324,62415
63121,22116,22322,11511,35611
25244,42153,13562,12525,32522
42613,26236,35454,33213,36525
34214,66413,63331,22345,53614
61123,61536,66223,46515,25532
16411,16622,22366,52665,22162
26412,53144,11426,51612,41515
66642,43533,41112,45334,54356
11356,54365,21313,46444,14111
63655,36166,64254,65126,33643
14614,62661,31313,42116,53544
63115,11514,22646,52636,52146
41666,61655,64525,22632,64336
53453,22321,36333,15665,26662
66221,53416,15113,11243,55256
55536,66562,13511,33154,52354
34535,41445,66612,45333,54454
61255,44442,62251,16124,34254
31522,43123,14632,26415,11235
52532,46245,43422,26156,61345
64436,21621,41134,44253,43321
32331,51342,63266,33141,64332
55432,55636,22624,54134,55124
53213,21545,43464,54536,36264
45631,36642,43645,34645,63156
36426,25341,24652,26422,62236
31263,53666,43613,36526,66414
32626,62556,43555,24455,36116
23412,32426,14422,24423,11556
44216,52445,36365,46513,14535
16321,61263,45241,44262,55135
13362,35434,63311,41625,44661
52432,26431,66316,45342,55323
52316,33552,66555,54645,15112
22456,23655,33465,12126,21153
52223,63645,45224,15262,45512
23156,24352,36433,14666,34635
43561,66662,51364,64533,36346
46251,31444,44145,54544,56135
21343,16124,44353,21364,55613
46244,46113,43624,64613,51631
43653,11434,51362,43264,14331
23433,12541,41464,64223,36644
22155,14422,32363,62424,13264
63654,62451,31251,11212,55665
35134,64642,22413,54524,11363
53132,61431,45255,35615,62115
55522,23632,41562,31335,42422
24512,53364,64446,65465,36321
44166,51533,25253,54341,24315
31121,22353,65211,36345,34263
16341,54624,64163,12444,43136
31262,45355,55543,42542,46421
35455,35625,45554,44662,15126
23514,31566,55443,53262,12666
35211,51314,45564,45525,42251
66322,24643,31641,14112,14361
13331,63333,55434,13422,65164
61635,21452,45514,45622,33311
44333,62161,13624,24215,23265
34444,24131,65262,55664,61646
41456,61364,32235,46635,23421
11564,41114,33165,16311,22263
36455,26644,61126,41536,45431
42445,66544,56623,21643,16124
32454,11526,51443,63164,35463
62526,65446,13322,25513,52651
61336,51213,16462,32631,46236
62213,64231,52231,35626,63351
56553,45446,66643,24456,23635
53261,32236,65351,25322,63363
43113,51335,62633,11621,32532
66423,11434,12416,53114,54252
15364,34164,12235,24266,11165
13243,24416,44534,54254,14341
14463,65136,32663,24432,24132
64445,55512,62516,25612,64242
53436,36224,51221,62561,36411
14454,55164,66311,16652,61334
44332,33425,62211,12645,52226
44466,33446,43356,45645,23566
51354,52313,16321,66552,45252
61315,64445,26441,61664,62613
56123,14445,51151,56634,25566
23523,21463,52565,43134,34331
22626,25522,66425,25436,53342
32163,46543,31265,14641,65653
33332,41523,25621,66111,35346
35255,46445,62256,63334,14542
16364,62326,23631,23666,14633
66644,43625,26252,66623,41255
63523,24566,41152,62355,12356
43525,51361,35611,12511,65513
15544,23125,41223,31625,52424
45364,62231,65346,55216,13343
64542,15465,51432,56123,26654
66523,45352,15453,64363,12663
14415,26251,51663,11436,64664
16141,21124,23641,41443,41141
21651,55413,43244,61215,63263
34246,35116,34422,41136,16145
44543,42163,35454,52121,54615
52614,32354,65455,16436,63644
43462,56312,65453,12156,35623
54563,21533,22113,52463,33156
43245,64453,25243,11513,42445
11652,42645,33551,13152,23651
25314,21252,63632,26366,21352
15535,52214,56564,15612,33644
64115,42646,25316,33552,66235
46665,46623,21565,53311,54513
43515,23415,36611,44615,54153
51225,66613,32164,43415,41121
43231,52635,33522,26162,65165
42112,63356,12224,56325,34455
64631,25344,41323,11123,26635
31156,64126,64231,36254,11412
13644,32614,43462,26243,66454
51341,55446,31632,12346,21153
32553,51616,43365,41514,52446
45644,53222,45464,25536,45543
35433,25441,41621,43226,15261
46446,52112,34535,43635,65446
24251,23364,46314,63562,32423
51243,65534,62121,46321,23613
54235,45262,52431,46646,12633
31316,53563,44632,16363,62154
31214,42263,13241,51642,22411
11652,52625,42611,36352,35521
41116,63564,34651,62634,34261
54514,23664,45446,35531,61631
26364,35315,52611,65632,45265
52264,12143,51516,62325,11555
63436,52215,25553,63362,22236
26434,64664,35514,35322,32532
46623,23362,46251,52113,43214
25623,14432,45133,31311,24466
24254,43511,16622,44131,52154
64524,44345,24441,51561,12533
32464,15211,56625,34122,32421
34513,61355,32156,53251,42226
45556,15152,61353,11423,25213
13655,34536,53413,52154,51545
45243,25345,65535,66664,14613
24254,51243,44333,31544,41443
46311,35535,24625,22121,34462
14224,45422,61142,21332,42122
66455,23432,22541,16436,61235
52465,65134,35544,22633,24623
31356,43561,12116,22114,26421
44515,24612,42553,11242,44262
61216,56435,64222,21426,65464
41545,46552,61624,33543,33336
21361,26261,23142,52251,45242
32256,12242,54513,44165,54152
66655,16621,31354,42666,66265
23151,45346,22143,44333,15261
43641,24563,35111,66362,31355
62245,43566,23651,14166,15134
11663,25443,26262,44224,66121
56651,32525,56626,16134,23224
15431,24433,11266,45364,26444
51224,43534,64224,13265,23164
15445,12445,61311,34433,64533
21366,64435,21152,64644,25113
44441,66513,54536,34512,66665
13164,11624,12466,13252,24344
23615,23254,24536,66661,45513
31354,16266,23465,42163,51536
21625,63635,55511,11541,25366
34145,66345,15435,13246,26623
51363,45544,15426,42516,26426
65661,42435,13556,44461,51256
14136,12462,51546,62163,54456
33634,11256,64532,34633,34122
43154,53661,44261,41151,23456
65616,32236,46614,43255,12312
46224,44422,56141,13521,26535
25143,26626,62245,23524,35262
53612,44442,54513,65252,23162
66221,33111,43611,11221,66256
41423,51113,53216,35316,31311
36666,51262,12215,11563,41566
25245,64152,63525,64424,25243
53143,54135,42523,13116,62311
52254,52366,14646,62161,62221
51121,45462,23211,54141,63645
11211,63311,42632,66342,45165
61131,16645,32345,42565,22445
34215,15113,41461,23423,35131
11465,26214,15143,64421,44451
45162,12313,43646,25115,55152
46553,51341,66652,53614,55454
15311,26631,44161,56335,33253
36424,63414,33612,24234,64516
12366,33332,16456,36135,24653
54656,62545,13334,26263,34611
15213,35566,35252,13156,14641
62326,22553,42345,26533,53565
63254,46241,33542,11536,11536
12552,15244,35135,11414,66534
14624,44144,31555,65366,56553
16253,51354,24444,34655,11625
12442,14436,15354,62621,14561
44515,34655,52314,52452,11266
15514,61445,15523,41352,66656
46246,14626,64323,45563,55655
66446,51254,51111,13316,31142
62662,24136,35636,56514,62153
46241,11231,26416,11625,45424
55225,25251,55136,62611,13635
15651,65464,26215,56242,66431
66424,32415,42131,44436,52652
66616,52516,16133,24342,64151
22663,15243,43465,21245,35351
56661,54166,53445,13352,66135
33235,63466,53456,55334,26653
16415,44546,32432,16335,23656
33324,32656,21241,32453,45266
16524,62634,15223,63215,43562
11263,43133,31356,26634,63135
53132,56235,14156,14515,65143
56416,35355,12312,31251,21561
54364,32223,64121,53552,22564
32366,61315,43434,11544,31451
44512,43216,35636,31324,64613
44165,36456,32414,63246,12111
15464,21251,23266,51342,62516
34241,22244,45162,24511,16332
41521,13535,55426,45345,16246
23441,33255,65544,51552,32143
21246,36232,56441,11216,13426
65156,31244,41123,16465,11456
31525,25214,13543,54242,15541
14533,46446,31224,11612,12332
66141,36124,61641,35416,42526
55234,53235,36146,22315,52336
33133,43612,21323,64531,52536
56531,52523,23425,32513,12345
15331,55611,15152,11543,23532
66541,23313,43314,54144,26525
16131,23522,54412,65334,64552
56123,15114,33126,33612,55546
41321,22136,15261,64461,56313
45155,55613,33256,24612,15246
36156,42636,25431,13561,33345
12243,41411,45513,11344,34455
33115,14132,63662,22215,46665
32412,31622,21531,16466,51664
54121,15452,16512,54535,14434
41214,66565,11644,26651,14226
63152,31364,63414,21466,61633
11123,51544,51643,65352,44461
65436,45363,14163,16265,22452
53436,65245,11416,46223,61623
23212,35336,55622,42534,21625
42125,24651,14554,25563,44531
45566,25361,12516,54122,53536
52346,23264,11546,15656,21446
26112,12654,51133,56624,55131
11311,42415,46136,31636,61135
66655,31222,26252,43234,35342
32316,23363,62324,41436,36142
16341,14414,64343,53135,23132
22411,62626,25634,21613,55526
22136,41136,24122,15222,14613
53651,11416,12261,34222,44315
16332,25426,23344,26464,44223
11335,64465,35466,65465,52613
53525,34525,54265,22635,51641
55325,54465,46144,66236,24525
24463,16123,55623,11465,15152
11655,15466,12432,52516,53352
66155,21133,65146,62134,53516
46462,65231,22655,66151,45542
31542,21412,23362,31212,21362
31232,14533,54136,45243,55263
56352,44123,51242,16315,66214
42643,16311,14255,42446,46566
33345,41215,43566,55324,62622
21352,44316,61164,62513,35444
35612,45124,42334,53463,31612
31422,14635,12562,43324,44265
35135,54624,22145,46166,25216
35533,23614,26311,54354,54322
55143,64166,22656,12226,12513
11645,65122,41553,56565,53145
16334,56316,53523,25124,24655
36536,52136,31336,26134,13122
15233,35226,16366,36126,16324
65431,55626,14515,31243,14522
63251,35311,52122,11245,44441
66115,11512,54435,13135,22511
62322,43212,24634,32541,46236
11553,16461,44546,54415,63362
34566,34235,64315,13653,42115
31624,52462,51614,42325,36335
62136,42116,25564,53331,34161
42431,11265,26111,43651,23634
22245,53312,32356,44462,61334
36434,55221,64255,46535,24622
43562,65244,34643,55215,36564
65432,13255,56252,62114,33531
35441,22544,54334,63312,32455
33533,53516,35226,31141,63635
24535,53556,35323,53556,22256
52133,65315,31644,26151,45623
56545,13614,12244,42413,52434
16613,56513,21613,43511,66335
14512,21324,31314,41646,12234
42416,55525,35661,56626,54653
41413,12332,15225,61666,44242
53421,66641,52163,24166,35226
61333,31542,52454,34224,22425
62611,51316,31432,52266,65415
46164,41415,15332,56511,15111
42363,51561,62346,12432,55642
15413,11342,25223,24353,55222
32211,13113,31426,65634,56613
31511,24252,54143,25142,42644
66512,32621,25644,62254,35331
35363,15636,41162,14316,51565
14642,22522,32251,41343,44551
31433,52641,52426,55242,22415
56325,55433,36666,41165,52324
34311,22542,34425,51251,54553
26514,26542,53146,63413,32424
15123,62435,35362,23361,25545
45624,46335,14532,36136,14231
41144,42636,51555,16223,53643
14454,52266,12561,12641,44516
61345,34545,43446,23522,64326
66566,54154,61631,11215,55426
23312,51126,54432,33336,21364
42212,46544,44464,33563,41112
66254,23125,64462,64645,32524
21215,36525,52513,51211,64421
53543,22254,23563,65314,16513
32632,32644,23254,13541,62314
45126,21132,42215,42326,23153
32152,23642,53554,46552,52635
64462,66444,43616,56231,42356
32311,12333,26412,55621,31133
42215,56331,63425,12155,54325
41322,16431,26441,33556,56446
34115,56442,23351,45255,61635
51346,54312,63326,24246,34212
14123,25534,52626,42136,21644
53664,56431,65344,33312,32236
63312,55512,46263,63141,36531
45424,43564,63614,66231,26111
11122,53563,61364,56221,12513
52541,41315,44266,14262,33325
54233,21342,55266,54345,31213
56554,24662,36466,62146,26121
13454,56465,41443,15211,52644
53665,14654,26555,62235,12343
22144,34141,16445,12211,16612
65434,34361,54414,32144,15545
26254,35241,46654,33524,12416
52214,45423,65133,36153,46146
54321,34621,32465,62351,33461
32645,42455,66523,43652,66644
52656,42232,44425,25146,32366
55553,65616,13222,45162,36456
11622,15142,32212,55353,33156
52615,45655,31235,43451,15142
16421,22156,44132,66543,33423
55456,56533,33424,12333,33653
54454,65154,54131,16454,36442
44121,33534,22626,65453,66316
44614,31314,44152,24311,43423
66421,64655,32144,46523,33464
31264,42641,21653,23243,13161
54256,35113,11412,13425,42434
62422,61566,55343,16143,64346
56132,36664,33221,56216,45654
43354,53646,62252,33146,33214
45635,56563,33515,15113,51256
24266,15464,62641,44312,25235
14544,53623,34153,13162,63131
24216,45352,11221,56166,36235
62341,22531,16134,24525,63222
36315,36134,14426,26411,62621
45253,62165,13313,54432,31262
63612,34441,62161,11534,63121
53124,15664,26443,15522,13235
32114,22636,23154,25216,56456
16421,22556,13415,54356,15516
35616,53421,23311,14223,13263
36226,33422,26245,31123,44314
35411,32355,34264,34316,24534
13461,14444,15216,42631,24244
62644,66266,36462,32313,23233
31366,13626,42243,52666,25512
56465,63246,11641,51153,44126
65442,33365,53663,46455,42216
13566,26665,44512,52634,33613
31123,23652,26262,11654,15522
26521,26456,56133,15165,62613
42322,44362,11622,21153,14344
35622,36463,25411,16666,26354
26326,44212,46622,56653,64545
43334,56431,51224,31453,55662
54446,65364,23263,21624,41336
65156,21544,51222,66152,36652
44551,25361,41532,66433,25235
61623,16233,34313,64452,24224
52366,54562,53636,55553,41113
52212,43544,21316,15265,63663
41364,42263,22515,51456,22522
13423,13156,33345,42521,36354
45335,25412,55256,13152,11662
21634,25523,34441,45155,41356
64566,41141,23542,45422,31464
21314,24644,51252,36112,52352
21654,53652,51351,56533,55612
33565,15235,24535,22216,22432
25425,33654,25211,64144,42362
36624,23216,21356,32642,15456
46211,32413,65644,54646,45514
63111,66521,62233,21566,62161
65145,23653,15255,23661,22442
13666,34166,34122,13226,43615
36445,34451,36643,66561,51544
45425,46251,66233,35462,32622
34256,41265,23426,56535,31226
25461,34223,36645,15536,11335
33531,66366,34354,42625,45354
23121,52261,15356,24635,23365
42422,26452,24414,11456,31641
34634,63246,61353,43446,41164
54263,33126,31543,54365,51532
15614,12646,61362,42531,13522
32112,65445,44542,23511,66133
15432,65535,22252,33535,34156
44125,16636,63633,43124,21555
34133,15626,41614,24641,46465
51345,44512,41223,51661,34615
14442,34312,42262,23413,31651
12412,24164,35143,15646,61431
62412,64552,21625,43223,46563
64354,45263,35434,36646,45312
22646,22355,11225,46466,35431
22655,31324,64663,26451,45445
12334,23144,21445,41316,42641
53246,43621,46435,64414,51656
55464,26456,41664,56666,65425
25312,32532,16225,24516,62346
45131,32523,42332,21322,15611
33352,46522,54132,44645,35642
14611,12665,43332,33622,56466
24342,12145,14422,46526,45415
23511,13344,31613,53665,32152
55542,66455,16232,61366,34355
24312,22126,16155,21551,55255
51552,26336,32251,23614,33146
52155,21621,25344,45661,22532
33421,63224,31556,56114,62342
41532,53211,42115,66563,52554
66566,52224,14414,53511,33413
53265,51356,44125,41463,52215
25451,52333,12651,36524,13234
53445,62422,34222,36535,25444
21646,21164,54341,66463,31321
45632,26315,36445,56244,12113
55535,42261,56461,11442,44565
23426,41224,45241,16143,15535
23455,53634,61216,23313,36611
45456,13552,13633,63466,43231
36544,45133,33152,63151,42123
65442,55653,15265,66466,22225
41145,14125,13266,24415,61511
63644,46464,13616,13441,62122
66621,45641,33354,56246,41255
41125,51554,42161,25433,44255
53616,62361,64245,44235,23112
32462,56242,21616,61614,22354
62124,24115,13444,65533,24324
62515,45124,56455,66464,12165
24116,31266,52265,26226,21415
11424,15656,23525,64534,46232
56253,31532,35455,14151,43634
24145,52231,24166,43556,36314
14352,35533,24243,34455,63613
11555,65235,33424,45564,51432
26132,64445,12666,54313,21242
12612,33554,36343,45622,51344
35316,44661,62625,14343,46226
16252,44514,53426,51263,56134
52322,65362,24221,25153,21314
35361,31535,53432,34636,13133
21144,32535,64552,56224,54224
61516,44321,44454,25645,56332
21225,63341,23316,54612,61315
51511,34514,43431,24441,46235
54111,14521,61234,51355,14544
25645,43434,43144,66466,66464
44431,53664,15634,23251,31163
22164,63241,21113,11213,16246
54133,35164,16545,63611,64442
25115,45252,33161,66356,54414
15162,62521,54623,56521,54135
63656,16646,61145,32534,55526
26151,21345,52124,56431,34642
43336,24663,53622,35542,66623
45534,35216,62264,51246,25625
55424,23415,12623,23661,22452
16113,21132,12216,15361,16165
44164,66552,41513,46265,14663
65142,21146,46512,22441,24415
55551,33254,33323,32625,46552
62623,61221,56611,25213,53632
23361,56423,61626,24622,53533
32241,35553,33126,53542,12426
46623,61113,34653,23242,46323
15351,11123,45164,44213,54531
63565,66526,16442,51465,21315
61515,54162,34516,41311,44663
56411,62331,32645,56411,36663
34442,13132,64161,22566,25366
53264,31521,65642,35314,21463
64641,61251,61335,22151,31666
64321,44163,61622,35154,54363
24214,55251,15623,43456,16646
32531,66233,16553,56156,13236
32443,24242,46263,24532,51123
66532,15235,66261,65212,52452
42512,65463,63543,51351,62222
54214,42535,54265,44566,32421
65121,51614,43613,35253,16542
62611,11546,34432,51521,11556
16444,41335,42152,33345,51432
35312,55243,25214,53313,63162
36433,53125,55616,54616,25222
32662,26436,11124,62314,55135
53536,32546,34615,34443,36126
22152,41235,12241,56631,21442
45465,53165,46421,46342,65325
54411,41512,45543,36626,42114
56145,15223,14133,51342,54532
12634,36641,33461,15244,43215
21662,32641,31234,43431,14112
63263,32465,46551,33661,22564
32335,61554,66466,15413,53156
12251,56124,26512,55352,35254
54113,35512,23354,24436,15556
35323,23655,46612,44561,43522
31221,16123,45526,52421,24265
51253,22262,65624,13562,65454
64453,26326,13456,62535,45433
31633,52153,32634,34542,64245
33514,35242,53161,66663,66652
62413,64311,23516,61411,25531
64141,14235,41133,32613,55116
55466,11441,11312,16515,53224
43521,26245,42621,51526,12256
25261,31162,16652,32461,61332
13152,65355,61264,51432,36162
41256,22433,63344,15246,26456
43452,52561,45221,24214,52433
33312,56245,31221,65356,15642
66563,16161,26455,56334,36222
65261,14343,35311,61556,65561
52312,23225,34236,34435,43164
66544,25125,32536,66654,42165
43463,46614,15245,12351,22255
25156,53513,24324,21315,62532
55361,23565,53615,33534,55442
35216,35156,31326,22661,66265
64221,61441,36165,56425,15153
65443,16661,23326,25411,23232
31511,23514,14255,23522,56453
21613,55443,54556,54614,51521
24116,14334,56544,16425,46154
25241,64533,31151,63465,36664
34561,23221,16563,35164,43362
35241,43353,25251,55365,61511
52444,52143,34365,64652,52115
23133,16213,56466,65563,13632
56663,54432,62246,53333,32635
46513,15545,61356,24661,51161
31332,44622,33414,54562,35543
44465,12656,31633,32265,25413
41262,11615,63533,34163,52361
16441,46654,41134,46211,44415
12413,11314,12515,16615,55663
52412,55124,12333,51564,62244
11314,34462,35342,53642,11666
55131,13334,14531,54544,13124
23134,66645,32131,42264,32466
21314,31624,11236,63425,55216
64554,44322,43531,64266,65355
44314,41565,32351,21444,51515
53462,15522,31464,34626,16162
41215,34416,15545,64245,55154
55612,63454,44454,42263,65532
51245,34511,35652,44554,42333
16542,56341,14141,24433,65125
55145,33153,45552,53325,34145
53463,41445,11655,14152,22641
64553,11466,26656,25444,44416
23513,54156,64622,53211,64354
43452,62545,63643,34462,32611
24222,66115,46553,21331,36234
35562,43623,41116,41453,55662
26513,52465,24165,33265,45211
55424,26246,61234,12332,34466
42156,15154,24242,34644,64156
13264,22432,36623,66463,11533
21155,66452,53232,61311,61634
25466,52453,14154,14162,63126
33212,55442,52352,25116,43146
11466,46314,31115,36264,35244
15353,36213,23153,35111,42326
21665,54542,66133,25112,45662
53621,42154,22613,11155,34251
35646,54532,46124,31411,41542
42243,14166,43566,33423,24636
26654,13224,24642,26446,56643
11351,15632,44435,23361,25564
65124,31663,23213,26624,26312
43115,31465,24426,25611,25116
56413,36643,55241,33223,31623
31333,11214,46352,43631,13141
24622,34563,45226,51541,64151
66423,65316,24163,53366,35622
35453,53621,63144,65343,53443
63234,33123,25624,33364,25113
22243,14445,55624,65515,62321
13664,21263,43624,26254,44664
53664,24154,33266,61433,25424
61454,62664,12661,53616,26546
44356,35546,54134,15464,41655
44511,54166,44654,32126,64423
31342,53233,53462,16221,45351
22661,23352,26335,14423,35526
42532,66562,35534,43634,66125
14166,25524,51164,45556,35336
15344,53413,15323,24532,26245
42413,14553,22245,42311,12554
55235,51616,13216,31564,55153
41114,26311,61336,43322,16341
31636,45636,43224,53114,62446
12666,24136,22436,61155,34521
61614,63112,32662,14133,15261
21243,11613,44624,54321,62226
35644,22435,33236,62452,61424
51145,66636,34554,56114,12532
55113,64222,44154,31261,13144
36661,25515,41432,46416,24333
42463,66344,11455,23161,22452
66434,11511,54264,21553,53553
45424,14424,16331,25534,44131
22123,53416,42636,62342,33124
22521,66224,63651,56465,34413
56126,12655,14265,26133,33254
41232,62351,13555,33645,24233
16553,62336,31636,16524,32522
16252,32326,51652,53615,46652
15641,34655,66245,14215,24253
61655,46166,13231,15334,35224
32565,54144,14352,52245,62155
22532,36226,62435,44553,63245
35545,11645,36263,14661,42212
14442,22443,32144,36416,14414
